Id,Nombre,Apellido,Precio,CodigoVuelo,TipoPasajero,EstadoVuelo
670,Arlette,Orellana,30000.000000,HY456Demorado,EconomyClass,Demorado
671,Jacqueline,Cárdenas,50000.000000,HY456Demorado,EconomyClass,Demorado
672,Sheila-kathryn,Olivares,10000.000000,HY456Demorado,EconomyClass,Demorado
673,Lambert,Alarcón,42000.000000,HY456Demorado,EconomyClass,Demorado
674,Lamont,Gallardo,33000.000000,HY456Demorado,EconomyClass,Demorado
675,Immanuel,Ortiz,33000.000000,HY456Demorado,EconomyClass,Demorado
676,Nani,Garrido,50000.000000,HY456Demorado,EconomyClass,Demorado
677,Galen,Salazar,50000.000000,HY456Demorado,EconomyClass,Demorado
678,Nilson,Guzmán,10000.000000,HY456Demorado,EconomyClass,Demorado
679,Tomi,Henríquez,50000.000000,HY456Demorado,EconomyClass,Demorado
680,Flore,Saavedra,30000.000000,HY456Demorado,EconomyClass,Demorado
681,Burgess,Navarro,12000.000000,HY456Demorado,EconomyClass,Demorado
682,Tally,Aguilera,42000.000000,HY456Demorado,EconomyClass,Demorado
683,Jaquenette,Parra,25000.000000,HY456Demorado,EconomyClass,Demorado
684,Sly,Romero,42000.000000,HY456Demorado,EconomyClass,Demorado
685,Yul,Aravena,30000.000000,HY456Demorado,EconomyClass,Demorado
686,Rosalyn,Vargas,37000.000000,HY456Demorado,EconomyClass,Demorado
687,Devondra,Vázquez,10000.000000,HY456Demorado,EconomyClass,Demorado
688,Xenos,Cáceres,37000.000000,HY456Demorado,EconomyClass,Demorado
689,Terrence,Yáñez,42000.000000,HY456Demorado,EconomyClass,Demorado
690,Krystyna,Leiva,50000.000000,HY456Demorado,EconomyClass,Demorado
691,Krishna,Escobar,50000.000000,HY456Demorado,EconomyClass,Demorado
692,Zorina,Ruiz,18000.000000,HY456Demorado,EconomyClass,Demorado
693,Baxy,Valdés,20000.000000,HY456Demorado,EconomyClass,Demorado
694,Terrie,Vidal,42000.000000,HY456Demorado,EconomyClass,Demorado
695,Justino,Salinas,18000.000000,HY456Demorado,EconomyClass,Demorado
696,Erhard,Zúñiga,33000.000000,HY456Demorado,EconomyClass,Demorado
697,Robbie,Peña,30000.000000,HY456Demorado,EconomyClass,Demorado
698,Paddie,Godoy,33000.000000,HY456Demorado,EconomyClass,Demorado
699,Evelyn,Lagos,10000.000000,HY456Demorado,EconomyClass,Demorado
700,Abbot,Maldonado,33000.000000,HY456Demorado,EconomyClass,Demorado
701,Tedra,Bustos,33000.000000,HY456Demorado,EconomyClass,Demorado
702,Rikki,Medina,12000.000000,HY456Demorado,EconomyClass,Demorado
703,Alverta,Pino,25000.000000,HY456Demorado,EconomyClass,Demorado
704,Pauly,Palma,30000.000000,HY456Demorado,EconomyClass,Demorado
705,Ariella,Moreno,12000.000000,HY456Demorado,EconomyClass,Demorado
706,Lia,Sanhueza,20000.000000,HY456Demorado,EconomyClass,Demorado
707,Petronille,Carvajal,42000.000000,HY456Demorado,EconomyClass,Demorado
708,Merle,Navarrete,10000.000000,HY456Demorado,EconomyClass,Demorado
709,Hagan,Sáez,50000.000000,HY456Demorado,EconomyClass,Demorado
710,Nikolaus,Alvarado,30000.000000,HY456Demorado,EconomyClass,Demorado
711,Cinda,Donoso,42000.000000,HY456Demorado,EconomyClass,Demorado
712,Matelda,Poblete,18000.000000,HY456Demorado,EconomyClass,Demorado
713,Roslyn,Bustamante,25000.000000,HY456Demorado,EconomyClass,Demorado
714,Jerrylee,Toro,10000.000000,HY456Demorado,EconomyClass,Demorado
715,Lucky,Ortega,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
716,Elita,Venegas,18000.000000,IB080Aterrizado,EconomyClass,Aterrizado
717,Hyacinthia,Guerrero,25000.000000,IB080Aterrizado,EconomyClass,Aterrizado
718,Fina,Mendoza,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
719,Kamila,Farías,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
720,Jennie,SanMartín,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
721,Riobard,González,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
722,Joannes,Fernández,10000.000000,IB080Aterrizado,EconomyClass,Aterrizado
723,Darlene,Rodríguez,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
724,Zia,López,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
725,Cristina,Martínez,15000.000000,IB080Aterrizado,EconomyClass,Aterrizado
726,Jonathon,Sánchez,50000.000000,IB080Aterrizado,EconomyClass,Aterrizado
727,Rickie,Pérez,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
728,Klara,Gómez,50000.000000,IB080Aterrizado,EconomyClass,Aterrizado
729,Osbert,Martín,33000.000000,IB080Aterrizado,EconomyClass,Aterrizado
730,Emmet,Jiménez,37000.000000,IB080Aterrizado,EconomyClass,Aterrizado
731,Cassandry,Ruiz,33000.000000,IB080Aterrizado,EconomyClass,Aterrizado
732,Enrica,Hernández,18000.000000,IB080Aterrizado,EconomyClass,Aterrizado
733,Evvy,Díaz,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
734,Silas,Moreno,20000.000000,IB080Aterrizado,EconomyClass,Aterrizado
735,Kaia,Álvarez,25000.000000,IB080Aterrizado,EconomyClass,Aterrizado
736,Arvie,Muñoz,15000.000000,IB080Aterrizado,EconomyClass,Aterrizado
737,Keith,Romero,20000.000000,FR567EnHorario,FirstClass,EnHorario
738,Silvie,Alonso,12000.000000,FR567EnHorario,FirstClass,EnHorario
739,Winnifred,Gutiérrez,10000.000000,FR567EnHorario,FirstClass,EnHorario
740,Chen,Navarro,37000.000000,FR567EnHorario,FirstClass,EnHorario
741,Carleton,Torres,15000.000000,FR567EnHorario,FirstClass,EnHorario
742,Silvano,Domínguez,12000.000000,FR567EnHorario,FirstClass,EnHorario
743,Pancho,Vázquez,18000.000000,FR567EnHorario,FirstClass,EnHorario
744,Melonie,Ramos,33000.000000,FR567EnHorario,FirstClass,EnHorario
745,Gordon,González,12000.000000,FR567EnHorario,FirstClass,EnHorario
746,Rosemarie,Muñoz,10000.000000,FR567EnHorario,FirstClass,EnHorario
747,Graehme,Rojas,18000.000000,FR567EnHorario,FirstClass,EnHorario
748,Mitchael,Díaz,33000.000000,FR567EnHorario,FirstClass,EnHorario
749,Carola,Pérez,10000.000000,FR567EnHorario,FirstClass,EnHorario
750,Zsazsa,Soto,20000.000000,FR567EnHorario,FirstClass,EnHorario
751,Jude,Contreras,12000.000000,FR567EnHorario,FirstClass,EnHorario
752,Arch,Silva,33000.000000,FR567EnHorario,FirstClass,EnHorario
753,Andrej,Martínez,50000.000000,FR567EnHorario,FirstClass,EnHorario
754,Amber,Sepúlveda,42000.000000,FR567EnHorario,FirstClass,EnHorario
755,Dorian,Morales,15000.000000,FR567EnHorario,FirstClass,EnHorario
756,Kaitlynn,Rodríguez,15000.000000,FR567EnHorario,FirstClass,EnHorario
757,Kerianne,López,37000.000000,FR567EnHorario,FirstClass,EnHorario
758,Boycie,Fuentes,18000.000000,FR567EnHorario,FirstClass,EnHorario
759,Nanete,Hernández,37000.000000,FR567EnHorario,FirstClass,EnHorario
760,Sidonia,Torres,10000.000000,FR567EnHorario,FirstClass,EnHorario
761,Galvan,Araya,33000.000000,FR567EnHorario,FirstClass,EnHorario
762,Lucienne,Flores,25000.000000,FR567EnHorario,FirstClass,EnHorario
763,Davidson,Espinoza,37000.000000,FR567EnHorario,FirstClass,EnHorario
764,Roslyn,Valenzuela,10000.000000,FR567EnHorario,FirstClass,EnHorario
765,Jenny,Castillo,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
766,Toby,Tapia,20000.000000,FR567EnHorario,ExecutiveClass,EnHorario
767,Brynne,Reyes,18000.000000,FR567EnHorario,ExecutiveClass,EnHorario
768,Blakeley,Gutiérrez,18000.000000,FR567EnHorario,ExecutiveClass,EnHorario
769,Egan,Castro,10000.000000,FR567EnHorario,ExecutiveClass,EnHorario
770,Barbey,Pizarro,20000.000000,FR567EnHorario,ExecutiveClass,EnHorario
771,Portia,Álvarez,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
772,Alica,Vásquez,37000.000000,FR567EnHorario,ExecutiveClass,EnHorario
773,Juliana,Sánchez,50000.000000,FR567EnHorario,ExecutiveClass,EnHorario
774,Barde,Fernández,18000.000000,FR567EnHorario,ExecutiveClass,EnHorario
775,Wilie,Ramírez,30000.000000,FR567EnHorario,ExecutiveClass,EnHorario
776,Letta,Carrasco,10000.000000,FR567EnHorario,ExecutiveClass,EnHorario
777,Ree,Gómez,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
778,Ingmar,Cortés,18000.000000,FR567EnHorario,ExecutiveClass,EnHorario
779,Melva,Herrera,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
780,Tootsie,Núñez,25000.000000,FR567EnHorario,ExecutiveClass,EnHorario
781,Felike,Jara,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
782,Laughton,Vergara,15000.000000,FR567EnHorario,ExecutiveClass,EnHorario
783,Crosby,Rivera,12000.000000,FR567EnHorario,ExecutiveClass,EnHorario
784,Marianne,Figueroa,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
785,Francine,Riquelme,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
786,Edan,García,50000.000000,FR567EnHorario,ExecutiveClass,EnHorario
787,Fayre,Miranda,18000.000000,FR567EnHorario,ExecutiveClass,EnHorario
788,Adelaida,Bravo,37000.000000,FR567EnHorario,ExecutiveClass,EnHorario
789,Florella,Vera,25000.000000,FR567EnHorario,ExecutiveClass,EnHorario
790,Noll,Molina,30000.000000,FR567EnHorario,ExecutiveClass,EnHorario
791,Ki,Vega,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
792,Jermayne,Campos,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
793,Grayce,Sandoval,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
794,Harv,Orellana,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
795,Lorianna,Cárdenas,15000.000000,FR567EnHorario,ExecutiveClass,EnHorario
796,Hersh,Olivares,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
797,Diahann,Alarcón,33000.000000,FR567EnHorario,ExecutiveClass,EnHorario
798,Yelena,Gallardo,50000.000000,FR567EnHorario,ExecutiveClass,EnHorario
799,Emmaline,Ortiz,37000.000000,FR567EnHorario,ExecutiveClass,EnHorario
800,Daffi,Garrido,12000.000000,FR567EnHorario,ExecutiveClass,EnHorario
801,Janine,Salazar,50000.000000,FR567EnHorario,ExecutiveClass,EnHorario
802,Sheilah,Guzmán,42000.000000,FR567EnHorario,ExecutiveClass,EnHorario
803,Lazaro,Henríquez,10000.000000,FR567EnHorario,ExecutiveClass,EnHorario
804,Earle,Saavedra,30000.000000,FR567EnHorario,ExecutiveClass,EnHorario
805,Fred,Navarro,25000.000000,FR567EnHorario,EconomyClass,EnHorario
806,Almira,Aguilera,42000.000000,FR567EnHorario,EconomyClass,EnHorario
807,Wini,Parra,37000.000000,FR567EnHorario,EconomyClass,EnHorario
808,Emanuel,Romero,30000.000000,FR567EnHorario,EconomyClass,EnHorario
809,Obadias,Aravena,10000.000000,FR567EnHorario,EconomyClass,EnHorario
810,Efrem,Vargas,20000.000000,FR567EnHorario,EconomyClass,EnHorario
811,Susi,Vázquez,18000.000000,FR567EnHorario,EconomyClass,EnHorario
812,Maxy,Cáceres,15000.000000,FR567EnHorario,EconomyClass,EnHorario
813,Agnes,Yáñez,42000.000000,FR567EnHorario,EconomyClass,EnHorario
814,Obadiah,Leiva,12000.000000,FR567EnHorario,EconomyClass,EnHorario
815,Lefty,Escobar,50000.000000,FR567EnHorario,EconomyClass,EnHorario
816,Michele,Ruiz,42000.000000,FR567EnHorario,EconomyClass,EnHorario
817,Cynthia,Valdés,25000.000000,FR567EnHorario,EconomyClass,EnHorario
818,Hyatt,Vidal,20000.000000,FR567EnHorario,EconomyClass,EnHorario
819,Roch,Salinas,33000.000000,FR567EnHorario,EconomyClass,EnHorario
820,Mag,Zúñiga,12000.000000,FR567EnHorario,EconomyClass,EnHorario
821,Trevor,Peña,10000.000000,FR567EnHorario,EconomyClass,EnHorario
822,Jefferey,Godoy,10000.000000,FR567EnHorario,EconomyClass,EnHorario
823,Tania,Lagos,42000.000000,FR567EnHorario,EconomyClass,EnHorario
824,Mercie,Maldonado,42000.000000,FR567EnHorario,EconomyClass,EnHorario
825,Andrei,Bustos,10000.000000,FR567EnHorario,EconomyClass,EnHorario
826,Yetta,Medina,25000.000000,FR567EnHorario,EconomyClass,EnHorario
827,Angeli,Pino,20000.000000,FR567EnHorario,EconomyClass,EnHorario
828,Norbert,Palma,20000.000000,FR567EnHorario,EconomyClass,EnHorario
829,Conan,Moreno,20000.000000,FR567EnHorario,EconomyClass,EnHorario
830,Cale,Sanhueza,50000.000000,FR567EnHorario,EconomyClass,EnHorario
831,Christina,Carvajal,37000.000000,FR567EnHorario,EconomyClass,EnHorario
832,Olivier,Navarrete,20000.000000,FR567EnHorario,EconomyClass,EnHorario
833,Oby,Sáez,12000.000000,FR567EnHorario,EconomyClass,EnHorario
834,Chad,Alvarado,15000.000000,FR567EnHorario,EconomyClass,EnHorario
835,Adelle,Donoso,10000.000000,FR567EnHorario,EconomyClass,EnHorario
836,Keene,Poblete,25000.000000,FR567EnHorario,EconomyClass,EnHorario
837,Corrina,Bustamante,50000.000000,FR567EnHorario,EconomyClass,EnHorario
838,Hashim,Toro,50000.000000,FR567EnHorario,EconomyClass,EnHorario
839,Oralia,Ortega,10000.000000,FR567EnHorario,EconomyClass,EnHorario
840,Wadsworth,Venegas,30000.000000,FR567EnHorario,EconomyClass,EnHorario
841,Shelley,Guerrero,15000.000000,FR567EnHorario,EconomyClass,EnHorario
842,Irv,Mendoza,15000.000000,FR567EnHorario,EconomyClass,EnHorario
843,Grant,Farías,33000.000000,FR567EnHorario,EconomyClass,EnHorario
844,Bella,SanMartín,18000.000000,FR567EnHorario,EconomyClass,EnHorario
845,Yardley,González,50000.000000,FR567EnHorario,EconomyClass,EnHorario
846,Brendin,Fernández,10000.000000,FR567EnHorario,EconomyClass,EnHorario
847,Estella,Rodríguez,42000.000000,FR567EnHorario,EconomyClass,EnHorario
848,Rasia,López,37000.000000,FR567EnHorario,EconomyClass,EnHorario
849,Gibb,Martínez,20000.000000,FR567EnHorario,EconomyClass,EnHorario
850,Amanda,Sánchez,37000.000000,FR567EnHorario,EconomyClass,EnHorario
851,Sidoney,Pérez,20000.000000,FR567EnHorario,EconomyClass,EnHorario
852,Giacopo,Gómez,18000.000000,FR567EnHorario,EconomyClass,EnHorario
853,Eve,Martín,12000.000000,FR567EnHorario,EconomyClass,EnHorario
854,Levon,Jiménez,25000.000000,FR567EnHorario,EconomyClass,EnHorario
855,Vassili,Ruiz,33000.000000,FR567EnHorario,EconomyClass,EnHorario
856,Henrieta,Hernández,30000.000000,FR567EnHorario,EconomyClass,EnHorario
857,Devlen,Díaz,37000.000000,FR567EnHorario,EconomyClass,EnHorario
858,Ophelie,Moreno,37000.000000,FR567EnHorario,EconomyClass,EnHorario
859,Abramo,Álvarez,37000.000000,FR567EnHorario,EconomyClass,EnHorario
860,Fair,Muñoz,37000.000000,FR567EnHorario,EconomyClass,EnHorario
861,Pietrek,Romero,25000.000000,FR567EnHorario,EconomyClass,EnHorario
862,Holden,Alonso,50000.000000,FR567EnHorario,EconomyClass,EnHorario
863,Cherish,Gutiérrez,42000.000000,FR567EnHorario,EconomyClass,EnHorario
864,Alonzo,Navarro,12000.000000,FR567EnHorario,EconomyClass,EnHorario
865,Devonna,Torres,18000.000000,FR567EnHorario,EconomyClass,EnHorario
866,Rubi,Domínguez,18000.000000,FR567EnHorario,EconomyClass,EnHorario
867,Emmanuel,Vázquez,30000.000000,FR567EnHorario,EconomyClass,EnHorario
868,Trumaine,Ramos,42000.000000,FR567EnHorario,EconomyClass,EnHorario
869,Malory,González,42000.000000,FR567EnHorario,EconomyClass,EnHorario
870,Pearla,Muñoz,33000.000000,FR567EnHorario,EconomyClass,EnHorario
871,Phelia,Rojas,33000.000000,FR567EnHorario,EconomyClass,EnHorario
872,Madonna,Díaz,10000.000000,FR567EnHorario,EconomyClass,EnHorario
873,Thomasa,Pérez,18000.000000,FR567EnHorario,EconomyClass,EnHorario
874,Estella,Soto,20000.000000,FR567EnHorario,EconomyClass,EnHorario
875,Saw,Contreras,15000.000000,FR567EnHorario,EconomyClass,EnHorario
876,Cecil,Silva,37000.000000,FR567EnHorario,EconomyClass,EnHorario
877,Mac,Martínez,25000.000000,FR567EnHorario,EconomyClass,EnHorario
878,Ralf,Sepúlveda,12000.000000,FR567EnHorario,EconomyClass,EnHorario
879,Barbey,Morales,12000.000000,FR567EnHorario,EconomyClass,EnHorario
880,Josi,Rodríguez,18000.000000,FR567EnHorario,EconomyClass,EnHorario
881,Kenna,López,25000.000000,FR567EnHorario,EconomyClass,EnHorario
882,Rina,Fuentes,25000.000000,FR567EnHorario,EconomyClass,EnHorario
883,Callida,Hernández,33000.000000,FR567EnHorario,EconomyClass,EnHorario
884,Lona,Torres,30000.000000,FR567EnHorario,EconomyClass,EnHorario
885,Jan,Araya,18000.000000,FR567EnHorario,EconomyClass,EnHorario
886,Bailey,Flores,30000.000000,FR567EnHorario,EconomyClass,EnHorario
887,Guillermo,Espinoza,42000.000000,FR567EnHorario,EconomyClass,EnHorario
888,Katlin,Valenzuela,25000.000000,FR567EnHorario,EconomyClass,EnHorario
889,Flo,Castillo,42000.000000,FR567EnHorario,EconomyClass,EnHorario
890,Madel,Tapia,12000.000000,FR567EnHorario,EconomyClass,EnHorario
891,Conant,Reyes,37000.000000,FR567EnHorario,EconomyClass,EnHorario
892,Devland,Gutiérrez,10000.000000,FR567EnHorario,EconomyClass,EnHorario
893,Annamarie,Castro,20000.000000,FR567EnHorario,EconomyClass,EnHorario
894,Gabbie,Pizarro,42000.000000,FR567EnHorario,EconomyClass,EnHorario
895,Frasquito,Álvarez,15000.000000,FR567EnHorario,EconomyClass,EnHorario
896,Oberon,Vásquez,15000.000000,FR567EnHorario,EconomyClass,EnHorario
897,Gabriell,Sánchez,10000.000000,FR567EnHorario,EconomyClass,EnHorario
898,Ki,Fernández,30000.000000,BR345Demorado,FirstClass,Demorado
899,Martelle,Ramírez,15000.000000,BR345Demorado,FirstClass,Demorado
900,Riccardo,Carrasco,42000.000000,BR345Demorado,FirstClass,Demorado
901,Shaughn,Gómez,50000.000000,BR345Demorado,FirstClass,Demorado
902,Coral,Cortés,18000.000000,BR345Demorado,FirstClass,Demorado
903,Judas,Herrera,10000.000000,BR345Demorado,FirstClass,Demorado
904,Josiah,Núñez,12000.000000,BR345Demorado,FirstClass,Demorado
905,Freda,Jara,42000.000000,BR345Demorado,FirstClass,Demorado
906,Lynn,Vergara,37000.000000,BR345Demorado,ExecutiveClass,Demorado
907,Tabb,Rivera,50000.000000,BR345Demorado,ExecutiveClass,Demorado
908,Brittany,Figueroa,18000.000000,MM098EnHorario,EconomyClass,EnHorario
909,Leo,Riquelme,42000.000000,MM098EnHorario,EconomyClass,EnHorario
910,Atlante,García,33000.000000,MM098EnHorario,EconomyClass,EnHorario
911,Maurie,Miranda,50000.000000,MM098EnHorario,EconomyClass,EnHorario
912,Oren,Bravo,20000.000000,MM098EnHorario,EconomyClass,EnHorario
913,Anetta,Vera,10000.000000,MM098EnHorario,EconomyClass,EnHorario
914,Curry,Molina,20000.000000,MM098EnHorario,EconomyClass,EnHorario
915,Tyrone,Vega,15000.000000,MM098EnHorario,EconomyClass,EnHorario
916,Saunder,Campos,37000.000000,MM098EnHorario,EconomyClass,EnHorario
917,Luis,Sandoval,12000.000000,MM098EnHorario,EconomyClass,EnHorario
918,Alysia,Orellana,37000.000000,MM098EnHorario,EconomyClass,EnHorario
919,Calypso,Cárdenas,12000.000000,BR345Demorado,ExecutiveClass,Demorado
920,Gretna,Olivares,42000.000000,BR345Demorado,ExecutiveClass,Demorado
921,Odie,Alarcón,20000.000000,BR345Demorado,ExecutiveClass,Demorado
922,Wenda,Gallardo,12000.000000,BR345Demorado,ExecutiveClass,Demorado
923,Ezekiel,Ortiz,20000.000000,BR345Demorado,ExecutiveClass,Demorado
924,Orlan,Garrido,25000.000000,BR345Demorado,ExecutiveClass,Demorado
925,Wittie,Salazar,37000.000000,BR345Demorado,ExecutiveClass,Demorado
926,Abbie,Guzmán,18000.000000,BR345Demorado,EconomyClass,Demorado
927,Robinia,Henríquez,10000.000000,BR345Demorado,EconomyClass,Demorado
928,Hayden,Saavedra,30000.000000,BR345Demorado,EconomyClass,Demorado
929,Melody,Navarro,20000.000000,BR345Demorado,EconomyClass,Demorado
930,Emory,Aguilera,37000.000000,BR345Demorado,EconomyClass,Demorado
931,Callie,Parra,10000.000000,BR345Demorado,EconomyClass,Demorado
932,Debby,Romero,18000.000000,IB080Aterrizado,EconomyClass,Aterrizado
933,Gui,Aravena,20000.000000,IB080Aterrizado,EconomyClass,Aterrizado
934,Dorette,Vargas,37000.000000,IB080Aterrizado,EconomyClass,Aterrizado
935,Jillane,Vázquez,37000.000000,IB080Aterrizado,EconomyClass,Aterrizado
936,Carolina,Cáceres,33000.000000,IB080Aterrizado,EconomyClass,Aterrizado
937,Randy,Yáñez,15000.000000,IB080Aterrizado,EconomyClass,Aterrizado
938,Arabel,Leiva,50000.000000,IB080Aterrizado,EconomyClass,Aterrizado
939,Verina,Escobar,37000.000000,IB080Aterrizado,EconomyClass,Aterrizado
940,Josefina,Ruiz,30000.000000,IB080Aterrizado,EconomyClass,Aterrizado
941,Nina,Valdés,25000.000000,IB080Aterrizado,EconomyClass,Aterrizado
942,Vernen,Vidal,18000.000000,IB080Aterrizado,EconomyClass,Aterrizado
943,Loria,Salinas,25000.000000,IB080Aterrizado,EconomyClass,Aterrizado
944,Isabeau,Zúñiga,37000.000000,BA249Aterrizado,EconomyClass,Aterrizado
945,Cherice,Peña,15000.000000,BR345Demorado,EconomyClass,Demorado
946,Kimberley,Godoy,18000.000000,BR345Demorado,EconomyClass,Demorado
947,Martyn,Lagos,25000.000000,BR345Demorado,EconomyClass,Demorado
948,Agustin,Maldonado,25000.000000,BR345Demorado,EconomyClass,Demorado
949,Clerissa,Bustos,15000.000000,BR345Demorado,EconomyClass,Demorado
950,Lonna,Medina,10000.000000,BR345Demorado,EconomyClass,Demorado
951,Wake,Pino,25000.000000,BR345Demorado,EconomyClass,Demorado
952,Edwina,Palma,42000.000000,MM098EnHorario,EconomyClass,EnHorario
953,Lacey,Moreno,50000.000000,MM098EnHorario,EconomyClass,EnHorario
954,Laetitia,Sanhueza,33000.000000,MM098EnHorario,EconomyClass,EnHorario
955,Delila,Carvajal,20000.000000,MM098EnHorario,EconomyClass,EnHorario
956,Sioux,Navarrete,12000.000000,MM098EnHorario,EconomyClass,EnHorario
957,Floyd,Sáez,15000.000000,MM098EnHorario,EconomyClass,EnHorario
958,Trista,Alvarado,50000.000000,BR345Demorado,EconomyClass,Demorado
959,Shaughn,Donoso,15000.000000,BR345Demorado,EconomyClass,Demorado
960,Zitella,Poblete,42000.000000,BR345Demorado,EconomyClass,Demorado
961,Ginnie,Bustamante,15000.000000,BR345Demorado,EconomyClass,Demorado
962,Burty,Toro,12000.000000,BR345Demorado,EconomyClass,Demorado
963,Arley,Ortega,33000.000000,BR345Demorado,EconomyClass,Demorado
964,Ansley,Venegas,37000.000000,BR345Demorado,EconomyClass,Demorado
965,Kirstin,Guerrero,12000.000000,BR345Demorado,EconomyClass,Demorado
966,Karon,Mendoza,10000.000000,BR345Demorado,EconomyClass,Demorado
967,Esme,Farías,37000.000000,BR345Demorado,EconomyClass,Demorado
968,Berenice,SanMartín,10000.000000,IB080Aterrizado,EconomyClass,Aterrizado
969,Charlie,González,50000.000000,IB080Aterrizado,EconomyClass,Aterrizado
970,Noach,Fernández,12000.000000,IB080Aterrizado,EconomyClass,Aterrizado
971,Mercedes,Rodríguez,12000.000000,IB080Aterrizado,EconomyClass,Aterrizado
972,Sloan,López,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
973,Guglielma,Martínez,15000.000000,IB080Aterrizado,EconomyClass,Aterrizado
974,Herrick,Sánchez,30000.000000,IB080Aterrizado,EconomyClass,Aterrizado
975,Aleksandr,Pérez,42000.000000,IB080Aterrizado,EconomyClass,Aterrizado
976,Arlina,Gómez,33000.000000,IB080Aterrizado,EconomyClass,Aterrizado
977,Wenonah,Martín,12000.000000,IB080Aterrizado,EconomyClass,Aterrizado
978,Warner,Jiménez,30000.000000,IB080Aterrizado,EconomyClass,Aterrizado
979,Libbey,Ruiz,42000.000000,BA249Aterrizado,EconomyClass,Aterrizado
980,Brana,Hernández,10000.000000,BA249Aterrizado,EconomyClass,Aterrizado
981,Genevieve,Díaz,20000.000000,BA249Aterrizado,EconomyClass,Aterrizado
982,Sharai,Moreno,10000.000000,BA249Aterrizado,EconomyClass,Aterrizado
983,Josi,Álvarez,12000.000000,BA249Aterrizado,EconomyClass,Aterrizado
984,Pebrook,Muñoz,33000.000000,BA249Aterrizado,EconomyClass,Aterrizado
985,Erna,Romero,33000.000000,BA249Aterrizado,EconomyClass,Aterrizado
986,Ferd,Alonso,25000.000000,BA249Aterrizado,EconomyClass,Aterrizado
987,Mohammed,Gutiérrez,42000.000000,BA249Aterrizado,EconomyClass,Aterrizado
988,Dawn,Navarro,37000.000000,BA249Aterrizado,EconomyClass,Aterrizado
989,Wandie,Torres,25000.000000,BA249Aterrizado,EconomyClass,Aterrizado
990,Chiarra,Domínguez,18000.000000,MM098EnHorario,EconomyClass,EnHorario
991,Zaccaria,Vázquez,33000.000000,MM098EnHorario,EconomyClass,EnHorario
992,Trenna,Ramos,10000.000000,MM098EnHorario,EconomyClass,EnHorario
993,Angelia,Moreno,50000.000000,MM098EnHorario,EconomyClass,EnHorario
994,Raquela,Álvarez,12000.000000,MM098EnHorario,EconomyClass,EnHorario
995,Maxi,Muñoz,18000.000000,MM098EnHorario,EconomyClass,EnHorario
996,Atalanta,Romero,37000.000000,MM098EnHorario,EconomyClass,EnHorario
997,Dewitt,Alonso,12000.000000,MM098EnHorario,EconomyClass,EnHorario
998,Jaye,Gutiérrez,25000.000000,MM098EnHorario,EconomyClass,EnHorario
999,Tamarra,Navarro,15000.000000,MM098EnHorario,EconomyClass,EnHorario
1000,Saleem,Torres,20000.000000,MM098EnHorario,EconomyClass,EnHorario
